"lot","storage"
7,1012.83769085962
7,817.797746353815
7,1116.78378163337
7,1134.37486966383
8,989.410897534529
8,1096.17571294729
8,1002.621733283
8,1072.24584217852
8,1094.97507021942
8,1088.88949745751
8,1165.89368658379
8,1096.90331539771
8,983.732322794343
8,838.434283140621
8,997.792669497519
8,1038.80539465259
8,1006.33020728296
8,1136.72574836793
8,1031.13711748708
8,862.979255825981
8,1002.7894555517
8,1011.81727330774
8,1230.78583242537
8,960.388771884247
8,1102.5269910929
8,1065.93996683097
8,998.380718742876
8,983.732207643758
8,891.741698759979
8,875.081815223482
8,948.962450202129
8,1001.77924044298
8,1063.34788547854
8,1278.61463115162
9,1026.35943150157
9,941.245703309613
9,1137.02965401352
9,1039.23008230363
9,1039.28178021669
9,952.2118402254
9,1077.40869477328
9,1040.84200674746
9,1193.1212254801
9,1102.01683960402
9,901.593884402922
9,1175.78035959785
9,1127.55869528252
9,869.777237344641
9,1149.15499666564
9,1053.20449378377
9,1082.3947676964
9,1010.81579618566
9,967.760491973504
9,1027.52562519843
9,914.582955093572
9,942.913392589151
9,1111.73581092296
9,1098.80321484488
9,1033.06854401485
9,1287.58289654558
9,865.366979322055
9,1234.74886423926
9,1042.84605808096
9,1059.50484664325
10,1142.47768876411
10,1231.6325250955
10,1170.33507933289
10,810.228718058418
10,1107.33467388288
10,1043.16657583585
10,1013.39941596815
10,822.634167991112
10,994.876274579887
10,1139.63711842655
10,994.906697642645
10,1098.93710148527
10,1166.56948255681
10,1096.82092006756
10,1261.29321950746
10,1216.87561494233
10,984.480566654209
10,1095.90393859256
10,725.696844993101
10,969.192400708046
10,1168.35988845544
10,1084.32451275016
10,1033.73124004222
10,909.852672975877
10,1129.19385302781
10,1121.92844517814
10,1062.64632229282
10,960.997265577165
10,1013.33645831481
10,1040.81006914038
11,1070.22826593802
11,1033.07393164092
11,832.35498217267
11,1193.17466318979
11,1008.55337878566
11,1169.9623418274
11,1049.62838497592
11,887.0915820365
11,1014.34616743151
11,1075.48742982454
11,807.560081779902
11,927.218858926075
11,1041.05523474982
11,997.114005772349
11,993.03972648402
11,1052.78243915824
11,1158.64859671212
11,851.775519047424
11,949.953414313357
11,1003.19339768334
11,756.545792795357
11,1118.54050322947
11,1122.70966593596
11,1021.83565807871
11,1136.12994581258
11,846.194342212031
11,951.397841974418
11,769.096370433865
11,943.723371588142
11,1082.85771617947
12,1036.04625300532
12,789.711843872024
12,984.566720770452
12,1011.83712687111
12,923.00261459363
12,1183.0227738378
12,994.487549794132
12,694.805018069082
12,973.418395740955
12,1179.62953277011
12,965.894533478624
12,1039.08847923899
12,1060.02193225049
12,1067.6520882662
12,946.760735333455
12,1010.50840054236
12,1052.94327714247
12,749.552671732484
12,825.862474208597
12,1291.79373120825
12,946.143036434622
12,913.960318213012
12,855.549896779469
12,881.183964727603
12,953.98916199043
12,964.64794507591
12,1100.8730529525
12,935.484447471676
12,1052.38059658204
12,1147.44938780219
13,840.805884784982
13,1123.05192297891
13,1174.80977566882
13,1056.73037208193
13,1016.33345107735
13,1129.41770343672
13,897.797374804041
13,1137.48845185457
13,1152.24148532883
13,1191.45827236063
13,1134.20788822922
13,1270.21789789127
13,1041.56044954439
13,1111.8105874877
13,1367.82378676587
13,910.419022843459
13,892.130971644284
13,1181.19747138405
13,1082.43856218362
13,865.557735876799
13,1008.98294555336
13,1003.89879464807
13,1040.88583983727
13,789.970467024698
13,901.536658885738
13,1002.47355463938
13,1053.49795683561
13,993.989316267118
13,1140.88011487458
13,1150.85799369428
14,1030.80261311398
14,1112.74816877593
14,997.010540139423
14,1032.15411207747
14,975.409210459579
14,1033.96397334238
14,1045.40925403438
14,1032.90771868878
14,940.869447681951
14,1026.09042885277
14,1038.30949540258
14,1089.67532660791
14,888.93877785868
14,917.23058554798
14,1109.2853792492
14,1092.85438843938
14,1167.60181363614
14,1168.67655810217
14,1010.10667503796
14,1177.54514940267
14,1130.15640712283
14,903.554438472779
14,952.12385546546
14,897.544600805586
14,1228.15860113905
14,1088.52669665475
14,776.158475265139
14,1033.67252834346
14,1017.54749081941
14,1038.79071507474
15,1105.29948367948
15,848.518705246212
15,1154.87322395916
15,937.255582061586
15,1138.14081804766
15,1294.76563954495
15,961.901305326697
15,985.122274817618
15,1434.11650020519
15,950.123062755462
15,976.764227456301
15,1053.81223873955
15,1223.95556354049
15,1272.98990454115
15,1165.74846274804
15,703.329420090215
15,1031.27085184737
15,1048.48037571668
15,925.859459544046
15,1102.46895419923
15,1201.47180265626
15,1131.12628246513
15,1204.20789460744
15,1115.99101039521
15,940.156429174587
15,1015.8743394446
15,957.820446388311
15,1271.62681196656
15,1118.44964013357
15,1024.23859916415
16,948.006995480683
16,895.247014525536
16,1080.10019224961
16,966.445176998933
16,832.605185537025
16,1053.18095077572
16,743.607219441787
16,770.149629593252
16,1194.85395774644
16,1039.90290872497
16,1154.62181359565
16,1157.37736957233
16,1066.21456493066
16,951.330587340948
16,943.970793674851
16,1022.64024724276
16,1054.82828608142
16,960.329229442516
16,1046.22161906041
16,1146.5033384789
16,1002.02643584393
16,1055.01897256558
16,870.65330241906
16,1103.03694755731
16,958.167036648803
16,806.396773813949
16,1072.49582503403
16,1079.28848043658
16,1018.15008026103
16,920.889284140657
17,801.721429595279
17,987.709416712546
17,1015.81997792253
17,1060.4541936149
17,1040.22623995168
17,721.229471762199
17,1011.37115211514
17,925.045688778034
17,1037.763302642
17,1102.13134086692
17,947.77980237671
17,1035.56437845318
17,1032.94411343779
17,931.934344384563
17,980.139965430532
17,1032.51647003008
17,930.5346647839
17,1017.85343164305
17,1133.25007389083
17,926.039446730461
17,833.133347086989
17,1121.77910560745
17,1027.9552585214
17,1100.04476348884
17,1002.11946906489
17,958.145285458466
17,1133.52938261653
17,1304.76289675755
17,1249.16525482471
17,972.010309737755
18,946.075945370496
18,1193.1476006768
18,958.419530089813
18,1244.51532490825
18,894.723717074328
18,982.924754353304
18,1137.63199992119
18,941.18436666152
18,1110.85253499693
18,1169.42088395765
18,1212.1941261981
18,1156.1094874778
18,1063.04072895093
18,964.251934633569
18,1178.26669920021
18,740.195593503441
18,1003.41485050726
18,916.223990544006
18,1226.54449496121
18,1076.49895976949
18,1008.90809837146
18,1058.39388653084
18,911.4899928376
18,1036.9829472979
18,1090.117664005
18,1121.86631236823
18,1272.71677925788
18,1091.65143696274
18,921.971779625726
18,957.635102168075
19,1150.66878660903
19,1058.98974083663
19,1094.84155285245
19,949.275403212631
19,1007.03685745806
19,906.309190894638
19,1024.28977679111
19,1016.35769757572
19,974.299133208854
19,906.15304503378
19,1000.28313401027
19,777.15790744773
19,1019.89827443655
19,1163.58711627591
19,822.820908888994
19,1123.75090339659
19,856.151439191076
19,1143.94513427519
19,1040.49685008322
19,987.963226573127
19,777.17542555196
19,1037.39813078307
19,933.332942025912
19,1233.96750730749
19,860.857439401866
19,1020.51853139298
19,1024.02061980853
19,1080.38436280903
19,1034.14149045442
19,949.357062189195
20,1077.85121015968
20,846.850962943692
20,1254.70112865744
20,1077.7540136363
20,1054.71913708224
20,950.417360383462
20,1000.83709507202
20,1261.18966024565
20,1004.67381510757
20,951.041170741845
20,756.084863585929
20,1290.19687223442
20,1143.4544079212
20,1137.98300587644
20,1006.51460250579
20,1255.24600825584
20,1024.55235928102
20,1118.99917749848
20,1165.6621400287
20,1001.1502982834
20,735.939619428513
20,1087.58926580988
20,1039.86615112251
20,1055.75802501052
20,1022.30007739231
20,989.268181408028
20,1324.36184773201
20,965.27092905449
20,1068.07399594323
20,1119.89093874959
21,916.732421653499
21,976.96286110141
21,1222.66212260703
21,973.230103845326
21,1106.1361789038
21,933.847431541791
21,933.323245059047
21,979.679733326767
21,988.291033530554
21,1014.88808704193
21,1019.60339381326
21,1301.96316963447
21,931.908675609671
21,1134.64320979719
21,1252.29931275803
21,1091.29095837554
21,1076.47739204142
21,872.624134001311
21,1150.3278018032
21,1035.13004320463
21,1111.86554992691
21,1008.0558449479
21,839.451037639654
21,1104.56556931631
21,821.795609532437
21,1171.10757774779
21,1220.5289797151
21,1002.12553954962
21,875.123346499121
21,1118.92572173439
22,1040.20864333654
22,837.720319385541
22,1039.77198250993
22,1044.0381373316
22,1070.48049236351
22,1058.41732599576
22,921.029160816375
22,1158.87767836428
22,1023.10731517873
22,1235.83671763677
22,1005.47951066373
22,1108.07147518229
22,949.343122586919
22,894.673204207323
22,1011.05588786053
22,1089.57777708854
22,1203.579214847
22,1035.33408165193
22,1235.68489044815
22,990.28974380456
22,1049.01919218538
22,994.011898449326
22,717.737870497214
22,1049.55358965513
22,1311.25776848428
22,1093.56501842597
22,1088.24787091052
22,927.248138926808
22,934.185694349575
22,1124.07160737967
23,1162.82460545964
23,1061.53321160954
23,1046.5105372269
23,994.886234398372
23,913.553877066772
23,1119.43146570503
23,779.107660827079
23,1088.84729948376
23,1259.22452091998
23,973.687224452193
23,976.122486076414
23,865.198212103417
23,994.623483605818
23,1287.44348074039
23,1004.76422879448
23,1332.80080322358
23,1072.81734785453
23,956.97807337511
23,887.020972550816
23,1166.92400763725
23,1086.31836279153
23,1066.5765702601
23,1045.60724436624
23,790.428487035026
23,957.438077414724
23,1270.98304331669
23,1186.4820408797
23,931.324155200821
23,978.066211198633
23,1040.47820822834
24,916.651507062469
24,1058.82458147609
24,979.610890364024
24,1068.25776042959
24,863.43428734191
24,1071.24866385061
24,1062.05454710289
24,1072.44111570734
24,1120.61793924067
24,1026.30192753453
24,1177.96267001
24,1011.40431414126
24,1108.10599391581
24,1155.84955187059
24,1025.33069554348
24,1052.87533408847
24,1132.42191898468
24,1040.44443783663
24,1237.48015211309
24,1148.1332969608
24,929.418474186988
24,662.6440979872
24,925.497802667173
24,1123.1050386164
24,1048.00735002759
24,1190.62548609328
24,1306.94999799443
24,766.081739953649
24,955.15872806311
24,992.335671217812
25,1104.60340426793
25,1306.9611912109
25,1049.79407672044
25,985.150695492895
25,1167.95496111587
25,778.469160752742
25,1022.99788013729
25,1210.63344126956
25,1121.75589488268
25,1043.66104765589
25,1085.92612176308
25,904.980761071319
25,1160.51342050649
25,1033.54245390256
25,1405.18448108694
25,1136.99785848245
25,1030.56094173634
25,1206.09318162
25,1090.22380653767
25,1111.86390688935
25,1035.44676963244
25,1039.97477823032
25,924.46900152631
25,1075.90603431152
25,1061.76890271668
25,1178.53729831528
25,1128.54040525618
25,941.752005207337
25,976.209661978346
25,1227.13884366001
26,975.660214514412
26,903.150108969585
26,989.460189349716
26,1083.545925828
26,1066.44395635062
26,861.80146368499
26,1082.22451838763
26,1262.47663942556
26,975.524930124216
26,1030.59211052727
26,892.902752500512
26,1174.1583758008
26,854.515715596455
26,1020.14891552701
26,1097.64720630449
26,1004.37307563331
26,957.406634025806
26,1058.03290235719
26,1359.75578794709
26,891.319145572533
26,1224.61424850052
26,1151.08013149072
26,1180.06724327742
26,977.709499903774
26,1213.69881098546
26,1067.28243210818
26,1048.21311227494
26,986.736654486924
26,970.90036074445
26,1042.71501565067
27,1270.41626092409
27,1133.13486049112
27,894.831433560275
27,863.902832821286
27,928.243767808527
27,769.811297304321
27,1197.40042973392
27,1117.8495913603
27,1118.79638214702
27,1295.49392129738
27,917.519121387808
27,1250.1084362595
27,952.160888889041
27,1066.21930692669
27,896.150846589148
27,923.859503927717
27,978.00033051397
27,1015.86988600979
27,1040.76723961013
27,1131.52564980766
27,1149.85376685079
27,1109.34579326252
27,884.221052437785
27,1210.64519559947
27,893.025617098013
27,943.58176533573
27,1216.90020189446
27,1197.22030206391
27,966.430020694028
27,967.117659922175
28,1175.22158297957
28,903.486924073994
28,1050.83780076893
28,1171.14386196953
28,946.253074665097
28,972.128155276818
28,1102.37611314868
28,918.991793936398
28,1061.00190087909
28,1000.29761354712
28,1065.87750329053
28,1091.16772438879
28,785.529938881988
28,934.225386587325
28,935.373756333007
28,1122.8619189582
28,1068.75303544881
28,950.531036694741
28,916.281210858066
28,962.559189473971
28,1078.597115748
28,864.648344370422
28,1077.30632613981
28,1149.72828426694
28,1076.62637723767
28,1041.50108978349
28,1146.93858754446
28,1147.62581997211
28,1040.64167931804
28,1085.15893385967
29,1012.12882926478
29,946.426165689499
29,778.037844361784
29,1255.37506086992
29,1126.67747056048
29,1191.56254501237
29,953.457384563666
29,1008.12983325492
29,1138.26947096939
29,786.923996440673
29,1066.16255003733
29,1115.85843461572
29,1096.92610362817
29,1129.88379777445
29,1203.26098136986
29,1021.89948400431
29,1127.51540208585
29,1194.24109973055
29,1148.63760869416
29,1007.85144692107
29,776.2979804261
29,1264.23513363171
29,840.402912140433
29,1025.68304234263
29,825.102220820098
29,969.719800680756
29,1039.01996902911
29,1109.54800103135
29,967.861083638631
29,1153.0664092646
30,1052.21940874028
30,1338.92225378475
30,963.049654546309
30,1042.42699464148
30,915.07388572236
30,1129.89527830611
30,857.061965480346
30,1114.74674450075
30,1010.21806123543
30,988.022599836517
30,1291.51947666473
30,1128.84461201911
30,1199.75723992019
30,1115.59715668223
30,1106.96724616176
30,781.890033201193
30,1080.78329312396
30,1126.1892473707
30,769.701008073995
30,1162.1594723409
30,1184.38127081681
30,1199.58679959679
30,1009.26579602417
30,847.773595729659
30,1047.93401761195
30,833.299168495139
30,931.113966560589
30,1265.98839023936
30,929.756072122958
30,831.654595437787
31,1239.67324834677
31,1037.53959248596
31,1181.26846101365
31,891.762721635722
31,1008.29197201841
31,1120.70084549117
31,1036.59395356756
31,1172.87096295617
31,1071.16519618146
31,1177.01513934665
31,1171.04823229944
31,1011.3935984992
31,1190.17572749965
31,1111.09944449131
31,1241.58937453407
31,1032.55096262666
31,1110.87391684045
31,1148.12018563521
31,1094.48252058866
31,1000.36679430481
31,1147.00895953876
31,957.321650422218
31,1025.20237687092
31,988.891327290913
31,927.999508235109
31,1001.82297420411
31,1178.07198522276
31,1051.19893915929
31,1002.22831937007
31,1207.87042065931
32,915.944350900668
32,873.890847366159
32,1036.74436689285
32,1033.17183019395
32,976.547689105894
32,1053.96877499414
32,1096.51673334985
32,1116.94110223918
32,1059.25705299452
32,917.919622869371
32,1037.95343262931
32,1031.36697805281
32,986.283934773985
32,1056.11448273008
32,1065.15264754397
32,1091.53786423746
32,953.650660381625
32,1340.04417451907
32,1101.80844095757
32,965.642753307248
32,784.823350024423
32,1008.81065787907
32,937.496311089538
32,1181.04397002183
32,1187.72780196061
32,1045.12524599862
32,1267.28705550595
32,972.632607751596
32,937.659052480368
32,899.252749609497
33,1127.34957295499
33,897.901558460077
33,1352.91576128759
33,951.026180228936
33,1262.01019943333
33,964.695028489498
33,1057.67121055452
33,962.763276682299
33,1025.03118480752
33,1137.68115427422
33,1169.66597295381
33,1261.65613282798
33,1082.95665239213
33,1129.76405246153
33,1101.29550613272
33,984.15236932899
33,1078.3506861617
33,1146.89147148019
33,916.344154256057
33,947.160894057666
33,1193.8204959595
33,1191.63073144805
33,1097.96536117022
33,1130.13880232386
33,794.491065454772
33,903.1941199047
33,902.078094103582
33,986.323832706562
33,1270.76961599808
33,786.522004649564
34,783.760889980886
34,909.371137521525
34,1006.18822149931
34,1031.56854318201
34,929.882790407994
34,950.250316101463
34,1024.24317995966
34,974.926786675797
34,895.47599598174
34,1095.64273807184
34,1131.72296314502
34,1125.13762227277
34,1193.28390802577
34,1129.56636323381
34,1038.09092904046
34,1029.10486395368
34,1027.1440292811
34,994.749339284549
34,932.281945754693
34,1061.83774379557
34,1194.99077759969
34,1038.78710357012
34,1089.2830893603
34,895.401873634127
34,1050.82442757105
34,1090.48313223904
34,1241.42471846277
34,1101.36639230995
34,1220.32477934667
34,963.292964780694
35,949.395130192209
35,863.98819539405
35,849.646509241389
35,998.007024975087
35,983.452804019362
35,877.232119297857
35,846.05214966958
35,939.537653816988
35,916.616896195301
35,980.690029213888
35,927.935707829949
35,926.923825919889
35,1168.8722233511
35,1156.93837800245
35,1033.99899505045
35,1099.12059821777
35,823.131604383667
35,1093.03279765198
35,1175.70202626087
35,1147.16673370583
35,1007.31536355481
35,1161.16753253282
35,1024.40407764346
35,1114.61193405122
35,979.80289068098
35,869.862262615487
35,975.817119882952
35,1171.37872696937
35,1038.79894752515
35,801.920501897058
36,901.930788568745
36,1118.25809658807
36,1004.14044828349
36,953.046751453319
36,1168.35169063379
36,988.449589579609
36,1221.94337025034
36,1137.70094279477
36,1276.20006857504
36,713.267325864371
36,1054.00301163351
36,1084.72674124974
36,961.085029376985
36,980.952600019804
36,932.343984719003
36,1122.54837795034
36,1164.07907088391
36,943.479883805791
36,983.913829755061
36,929.507643301195
36,1158.12003781299
36,956.387393764257
36,1019.66754626082
36,1093.29109547363
36,1024.43570382393
36,1097.31804083756
36,1126.57054311143
36,1075.11441394394
36,1044.73364184617
36,765.70898789756
37,1070.10928044363
37,1164.28189815675
37,947.525321762159
37,1083.74437252895
37,1016.35174738835
37,1121.01413736191
37,1150.60821581763
37,846.773400922296
37,1183.0491707046
37,1003.74256539696
37,1112.03174306176
37,976.578705295658
37,1099.64223452561
37,902.251657439474
37,958.261825791669
37,1058.16669298894
37,1065.45075845001
37,1042.64088557097
37,1058.99679926316
37,1097.46892973028
37,1086.02044561111
37,990.059445845956
37,1132.40228929753
37,1133.02589375004
37,1116.10114086485
37,1102.54418348933
37,992.777245005539
37,1113.53788648953
37,1170.0945139637
37,845.776203794517
38,988.734568598803
38,1077.48826273654
38,1206.52394535982
38,1044.55186220082
38,1237.4303182726
38,1229.77147368348
38,1013.04613955292
38,1084.67674586597
38,734.883753786121
38,1054.4881277485
38,1221.83331421613
38,1205.89871556593
38,1189.08641947654
38,1017.2793567675
38,1223.79709404218
38,964.839939425501
38,861.143977927351
38,1003.26106033493
38,948.344563219758
38,1020.35996329286
38,1210.27630812156
38,954.102642584166
38,1259.24582580889
38,950.638792484809
38,1287.28339595216
38,1098.33867518432
38,1159.52921850526
38,1091.19980817632
38,763.91974923524
38,1226.09962162814
39,1011.56191984408
39,1167.35503181095
39,974.50224547583
39,990.095030738283
39,1153.53077182888
39,1027.87233123096
39,1107.77930982231
39,1081.63428069792
39,943.004213747957
39,1029.5085531519
39,1132.29221390354
39,1078.46130901387
39,909.759865001104
39,910.313766722492
39,1071.47069813248
39,1063.47029358006
39,1083.10925690144
39,1022.00567539268
39,812.064670521939
39,1060.85764536598
39,1081.94595782726
39,1212.71556668666
39,1079.37145955998
39,1054.51859694183
39,1101.30284533208
39,1069.5496266777
39,1115.34771088762
39,1130.95456331045
39,1126.86509319669
39,1006.09826548764
40,917.930115844551
40,1157.10084724309
40,1049.13862787695
40,1198.81323151757
40,1036.75951988787
40,1052.91973211895
40,816.638388421349
40,881.806994512106
40,962.763610838383
40,1053.61983450589
40,1314.71742846779
40,1171.30137234131
40,1206.15651788003
40,1142.34448087714
40,942.085711126039
40,1023.16496753024
40,1165.89072609823
40,1167.05902267207
40,1081.72448513201
40,986.922491956137
40,1115.90342791633
40,1012.72489144267
40,802.593152577657
40,1015.63855057708
40,882.989027300278
40,1125.24851865293
40,1029.92461467469
40,1047.88570776829
40,951.635307172873
40,962.024875566179
41,934.362648644049
41,1043.43698209225
41,1115.31880309972
41,914.90088256705
41,961.638579602223
41,1007.85525123025
41,943.925281139139
41,1221.0974886537
41,1175.32048504507
41,1165.69665506807
41,878.797170640971
41,1100.36988163351
41,830.665057473418
41,1056.61136043704
41,1082.95661651236
41,1084.15738590912
41,1100.00086085952
41,1103.49855631395
41,984.606543340917
41,1124.33378654368
41,1100.54174437718
41,1103.80198817711
41,1141.09317712246
41,1051.86544347232
41,940.58542340992
41,1118.03539813603
41,867.514006078887
41,1161.43647983153
41,1007.98648103628
41,905.919066278424
42,1095.09367645367
42,1088.81947455273
42,967.796714778198
42,1212.08945798411
42,1241.71405800787
42,946.060976276441
42,977.330595320452
42,1037.00615293331
42,949.675328664097
42,775.189863436431
42,891.364240333505
42,1131.10278246168
42,1249.28698603729
42,1107.97370783014
42,1205.23085075355
42,964.898100186722
42,918.701213197667
42,1134.47016072695
42,1114.59717936349
42,1211.18513437022
42,903.89233082646
42,1022.95700067754
42,1095.71582911412
42,910.627637285388
42,988.191837708676
42,957.399053735952
42,1033.21589234636
42,858.588091950763
42,1034.38179190926
42,976.184846698328
43,1058.42972844472
43,1171.72239975109
43,1075.18909522409
43,957.78810142831
43,1063.29324563955
43,1035.59822480665
43,1091.8653226768
43,1103.28399879977
43,1189.35237428373
43,1036.81054900911
43,1087.39910505214
43,941.875072791309
43,1091.05009522042
43,1053.77272372358
43,1084.77574731766
43,1091.95069567896
43,1160.00483425231
43,1278.88147243406
43,1113.16027194193
43,988.269750693598
43,1291.45424049772
43,1100.13285415333
43,890.870013691067
43,1103.58867869138
43,1074.7879940432
43,1204.22164601868
43,941.982315594297
43,1123.81785315744
43,1000.42953977837
43,794.292659986122
44,1120.78876878929
44,1113.42023285635
44,986.117237063502
44,895.947221515097
44,1105.41266911599
44,866.216895236964
44,937.409962688212
44,932.033046465105
44,1250.74640428366
44,775.154147006129
44,1121.84424795093
44,1053.90178173383
44,916.0368196739
44,852.547968783588
44,1131.401119948
44,881.20310274537
44,1140.67507541892
44,878.955586681339
44,1064.74673065001
44,1171.37107861746
44,935.910379428536
44,932.341410345081
44,1150.94536477369
44,1285.92942025426
44,814.87011896354
44,1024.95053049195
44,1127.9294368082
44,1071.25352800633
44,753.926567883297
44,1197.1573000049
45,1099.73007552117
45,795.841054575183
45,816.575417106331
45,954.08824557412
45,1097.95245710393
45,1426.74830832429
45,997.445445015048
45,1297.38517399973
45,866.69657787052
45,1021.12284527641
45,940.68498977974
45,1045.13047762393
45,1093.51971023038
45,1212.95043064514
45,1018.07912133994
45,985.727669552547
45,1254.05992246307
45,1261.96449670972
45,1047.23369659292
45,1190.34687817683
45,900.708679736659
45,1023.05821947879
45,913.820741462863
45,1084.59193862759
45,1239.14601882508
45,981.634233409372
45,890.379699406647
45,1141.59397269963
45,949.194888872833
45,907.497505379252
46,905.376436187939
46,1381.20778009606
46,933.820415905354
46,1289.97843040264
46,890.709778175179
46,1091.36901550901
46,1260.98742782681
46,944.804179758749
46,1042.91301325954
46,945.461830433003
46,1200.97477404837
46,1062.7354640976
46,776.521723823021
46,1055.22367559555
46,1180.1346752041
46,897.773058505231
46,1097.41054501134
46,977.859289839339
46,1196.75236100716
46,1218.33290164116
46,1049.08221066356
46,1025.19840807424
46,1242.70763745621
46,931.087957440415
46,1102.94841567036
46,1057.02173805149
46,1114.00913049832
46,723.13325942686
46,1279.15466740735
46,926.16919023061
47,1142.15589531033
47,1201.387303003
47,1065.7308286617
47,1106.61121659822
47,1006.76486239487
47,1024.35722332653
47,924.449837598672
47,1054.33297211411
47,1126.7032274726
47,940.107670265675
47,1083.71676621366
47,1195.68578577475
47,1185.38377974112
47,941.297408815535
47,1000.52265724409
47,1050.00093637064
47,988.112638263056
47,985.510801502563
47,774.00604398093
47,1022.87439924574
47,1067.26445692529
47,1113.47274683814
47,1109.29569994237
47,876.231175625458
47,1077.06554807668
47,1375.05998696056
47,1059.40758292863
47,1082.58751933083
47,1115.72878975854
47,1256.57553666726
48,1011.60920096813
48,1154.46542987757
48,1123.53286557153
48,921.846221645332
48,901.379376909827
48,1196.79134793503
48,998.163336783119
48,1003.97561470136
48,1128.82984850434
48,1023.84969124056
48,1090.24426000723
48,1244.28048419773
48,1002.2280245661
48,1151.27777639551
48,970.673945837443
48,1157.17510917738
48,1194.19066187955
48,702.88640229601
48,1049.80223330351
48,1143.07515641582
48,1147.08453488764
48,921.171946575404
48,925.335906950773
48,1003.76342838137
48,1114.10604806573
48,1194.12241057097
48,948.79217543893
48,938.756992520763
48,1233.04226680301
48,1076.39927131018
49,1021.99605185735
49,1075.16020841161
49,1125.3934430716
49,1031.05293637517
49,964.282465156287
49,1387.5735544133
49,946.536490206194
49,1157.24682808304
49,1189.15527482154
49,1098.61729978347
49,1109.78788385747
